facility_name,licensee,facility_address,facility_city,facility_zip,county_name,facility_capacity,facility_status,license_first_date,closed_date,months_operated,facility_telephone_number,risk_score,google_maps_url,phone_clean
CALIFORNIA,ORANGE COUNTY HEAD START,1080 NORTH CALIFORNIA STREET,ORANGE,92867,ORANGE,22,CLOSED,10/25/2019,9/11/2020,10.7,(714) 241-8920,7,https://www.google.com/maps/search/1080%20NORTH%20CALIFORNIA%20STREET%2C%20ORANGE%2C%20CA,7142418920
HANDY,ORANGE COUNTY HEAD START,860 NORTH HANDY STREET,ORANGE,92867,ORANGE,30,CLOSED,9/12/2019,9/11/2020,12.2,(714) 241-8920,7,https://www.google.com/maps/search/860%20NORTH%20HANDY%20STREET%2C%20ORANGE%2C%20CA,7142418920
TAFT,ORANGE COUNTY HEAD START,1829 NORTH CAMBRIDGE STREET,ORANGE,92865,ORANGE,30,CLOSED,10/25/2019,9/11/2020,10.7,(714) 241-8920,7,https://www.google.com/maps/search/1829%20NORTH%20CAMBRIDGE%20STREET%2C%20ORANGE%2C%20CA,7142418920
WEST ORANGE,ORANGE COUNTY HEAD START,243 SOUTH BUSH STREET,ORANGE,92868,ORANGE,30,CLOSED,10/1/2019,9/11/2020,11.5,(714) 241-8920,7,https://www.google.com/maps/search/243%20SOUTH%20BUSH%20STREET%2C%20ORANGE%2C%20CA,7142418920
SHEPHERD MONTESSORI LEARNING CENTER,SHEPHERD LEARNING CENTER,2261 N. ORANGE-OLIVE ROAD,ORANGE,92865,ORANGE,48,CLOSED,8/17/2005,11/16/2020,185.7,(714) 283-2857,5,https://www.google.com/maps/search/2261%20N.%20ORANGE-OLIVE%20ROAD%2C%20ORANGE%2C%20CA,7142832857
SHEPHERD MONTESSORI LEARNING CENTER,SHEPHERD LEARNING CENTER,2261 NORTH ORANGE-OLIVE ROAD,ORANGE,92865,ORANGE,12,CLOSED,10/15/2009,11/16/2020,135.0,(714) 283-2857,5,https://www.google.com/maps/search/2261%20NORTH%20ORANGE-OLIVE%20ROAD%2C%20ORANGE%2C%20CA,7142832857
GIVING TREE MONTESSORI,H & S GLOBAL EDUCATION GROUP INC.,6071 HOMEWOOD AVENUE,BUENA PARK,90621,ORANGE,33,CLOSED,4/17/2020,2/20/2025,59.0,(714) 336-2872,7,https://www.google.com/maps/search/6071%20HOMEWOOD%20AVENUE%2C%20BUENA%20PARK%2C%20CA,7143362872
GIVINGTREE MONTESSORI,H&S GLOBAL EDUCATION GROUP INC.,1911 NORTH EUCLID STREET,FULLERTON,92835,ORANGE,41,LICENSED,8/12/2022,,,(714) 336-2872,5,https://www.google.com/maps/search/1911%20NORTH%20EUCLID%20STREET%2C%20FULLERTON%2C%20CA,7143362872
LOWE FAMILY CHILD CARE,"LOWE, THERESA",Unavailable,MENIFEE,92584,RIVERSIDE,14,CLOSED,8/4/2021,5/24/2022,9.8,(714) 702-9038,7,https://www.google.com/maps/search/Unavailable%2C%20MENIFEE%2C%20CA,7147029038
LOWE FAMILY CHILD CARE,"LOWE, THERESA",Unavailable,HEMET,92545,RIVERSIDE,14,CLOSED,5/24/2022,1/1/2024,19.6,(714) 702-9038,7,https://www.google.com/maps/search/Unavailable%2C%20HEMET%2C%20CA,7147029038
BUENA PARK MONTESSORI ACADEMY,SUNLAND BUENA PARK MONTESSORI INC.,6221 LINCOLN AVENUE,BUENA PARK,90620,ORANGE,27,CLOSED,7/29/2021,11/19/2024,40.3,(714) 821-7800,6,https://www.google.com/maps/search/6221%20LINCOLN%20AVENUE%2C%20BUENA%20PARK%2C%20CA,7148217800
BUENA PARK MONTESSORI ACADEMY,SUNLAND BUENA PARK MONTESSORI INC.,6221 LINCOLN AVENUE,BUENA PARK,90620,ORANGE,78,CLOSED,7/29/2021,11/19/2024,40.3,(714) 821-7800,6,https://www.google.com/maps/search/6221%20LINCOLN%20AVENUE%2C%20BUENA%20PARK%2C%20CA,7148217800
"LEARNING CENTER FOR KIDS, THE","LEARNING CENTER 4 KIDS, INC., THE",6221 LINCOLN AVE.,BUENA PARK,90620,ORANGE,20,CLOSED,9/7/2017,12/22/2020,40.1,(714) 821-7800,5,https://www.google.com/maps/search/6221%20LINCOLN%20AVE.%2C%20BUENA%20PARK%2C%20CA,7148217800
"LEARNING CENTER FOR KIDS, THE","LEARNING CENTER 4 KIDS, INC., THE",6221 LINCOLN AVE.,BUENA PARK,90620,ORANGE,50,CLOSED,7/31/2017,12/22/2020,41.3,(714) 821-7800,5,https://www.google.com/maps/search/6221%20LINCOLN%20AVE.%2C%20BUENA%20PARK%2C%20CA,7148217800
"LEARNING CENTER FOR KIDS, THE","LEARNING CENTER 4 KIDS, INC., THE",6221 LINCOLN AVE.,BUENA PARK,90620,ORANGE,25,CLOSED,9/7/2017,12/22/2020,40.1,(714) 821-7800,5,https://www.google.com/maps/search/6221%20LINCOLN%20AVE.%2C%20BUENA%20PARK%2C%20CA,7148217800
GREAT ADVENTURES LEARNING CENTER INC.,GREAT ADVENTURES LEARNING CENTER INC.,7945 ALDRICH DRIVE,HUNTINGTON BEACH,92647,ORANGE,8,CLOSED,2/11/2020,10/13/2023,44.7,(714) 847-0844,7,https://www.google.com/maps/search/7945%20ALDRICH%20DRIVE%2C%20HUNTINGTON%20BEACH%2C%20CA,7148470844
"GREAT ADVENTURES LEARNING CENTER, INC.","GREAT ADVENTURES LEARNING CENTER, INC.",7945 ALDRICH DR.,HUNTINGTON BEACH,92647,ORANGE,44,CLOSED,3/30/2016,10/13/2023,91.8,(714) 847-0844,5,https://www.google.com/maps/search/7945%20ALDRICH%20DR.%2C%20HUNTINGTON%20BEACH%2C%20CA,7148470844
CATALYST KIDS-CERRITOS,CATALYST FAMILY INC.,3731 CERRITOS AVENUE,ANAHEIM,92804,ORANGE,35,CLOSED,11/18/2020,5/26/2023,30.6,(714) 949-5933,6,https://www.google.com/maps/search/3731%20CERRITOS%20AVENUE%2C%20ANAHEIM%2C%20CA,7149495933
CATALYST KIDS-CERRITOS,CATALYST FAMILY INC.,3731 CERRITOS AVENUE,ANAHEIM,92804,ORANGE,24,CLOSED,11/18/2020,7/17/2023,32.4,(714) 949-5933,6,https://www.google.com/maps/search/3731%20CERRITOS%20AVENUE%2C%20ANAHEIM%2C%20CA,7149495933
CATALYST KIDS-HOLDER,CATALYST FAMILY INC.,9550 HOLDER STREET,BUENA PARK,90620,ORANGE,35,CLOSED,11/18/2020,6/9/2023,31.1,(714) 949-5933,6,https://www.google.com/maps/search/9550%20HOLDER%20STREET%2C%20BUENA%20PARK%2C%20CA,7149495933
CATALYST KIDS-HOLDER,CATALYST FAMILY INC.,9550 HOLDER STREET,BUENA PARK,90620,ORANGE,24,CLOSED,11/23/2020,6/9/2023,30.9,(714) 949-5933,6,https://www.google.com/maps/search/9550%20HOLDER%20STREET%2C%20BUENA%20PARK%2C%20CA,7149495933
"LEARNING EXPERIENCE- P/S, THE",SAANVI & NAVNEET LLC,6150 COMMERCE BLVD.,ROHNERT PARK,94928,SONOMA,104,CLOSED,10/23/2018,10/5/2020,23.8,(732) 306-7458,5,https://www.google.com/maps/search/6150%20COMMERCE%20BLVD.%2C%20ROHNERT%20PARK%2C%20CA,7323067458
"LEARNING EXPERIENCE-INFANT CENTER, THE","SAANVI & NAVNEET, LLC",6150 COMMERCE BLVD.,ROHNERT PARK,94928,SONOMA,32,CLOSED,10/23/2018,10/5/2020,23.8,(732) 306-7458,5,https://www.google.com/maps/search/6150%20COMMERCE%20BLVD.%2C%20ROHNERT%20PARK%2C%20CA,7323067458
ENCINITAS SHINING STARS,"ELLINS, PAUL",511 ENCINITAS BOULEVARD #114,ENCINITAS,92024,SAN DIEGO,55,CLOSED,5/4/2021,11/3/2022,18.3,(760) 436-5433,9,https://www.google.com/maps/search/511%20ENCINITAS%20BOULEVARD%20%23114%2C%20ENCINITAS%2C%20CA,7604365433
ENCINITAS SHINING STARS INFANT CENTER,"ELLINS, PAUL",511 ENCINITAS BOULEVARD #114,ENCINITAS,92024,SAN DIEGO,10,CLOSED,5/4/2021,11/3/2022,18.3,(760) 436-5433,9,https://www.google.com/maps/search/511%20ENCINITAS%20BOULEVARD%20%23114%2C%20ENCINITAS%2C%20CA,7604365433
THOMSEN LEARNING CENTER,"THOMSEN, PAMELA",217 EARLHAM STREET,RAMONA,92065,SAN DIEGO,59,CLOSED,7/16/2022,6/17/2024,23.4,(760) 440-0014,9,https://www.google.com/maps/search/217%20EARLHAM%20STREET%2C%20RAMONA%2C%20CA,7604400014
THOMSEN LEARNING CENTER,"THOMSEN, PAMELA",217 EARLHAM STREET,RAMONA,92065,SAN DIEGO,12,CLOSED,7/16/2022,6/17/2024,23.4,(760) 440-0014,9,https://www.google.com/maps/search/217%20EARLHAM%20STREET%2C%20RAMONA%2C%20CA,7604400014
MCDOWELL FAMILY CHILD CARE,PATIENCE MCDOWELL,Unavailable,YUCCA VALLEY,92284,SAN BERNARDINO,14,CLOSED,7/11/2022,12/16/2022,5.3,(760) 596-7315,9,https://www.google.com/maps/search/Unavailable%2C%20YUCCA%20VALLEY%2C%20CA,7605967315
MCDOWELL FAMILY CHILD CARE,PATIENCE MCDOWELL,Unavailable,JOSHUA TREE,92252,SAN BERNARDINO,14,CLOSED,3/7/2022,7/9/2022,4.1,(760) 596-7315,9,https://www.google.com/maps/search/Unavailable%2C%20JOSHUA%20TREE%2C%20CA,7605967315
A PLACE OF OUR OWN CDC,"PEOPLES,FELICIA",2355 EAST VALLEY PKWY,ESCONDIDO,92027,SAN DIEGO,30,CLOSED,9/21/2020,7/23/2023,34.5,(760) 737-8660,6,https://www.google.com/maps/search/2355%20EAST%20VALLEY%20PKWY%2C%20ESCONDIDO%2C%20CA,7607378660
A PLACE OF OUR OWN SCHOOL-AGE,"A PLACE OF OUR OWN CHILD DEVELOPMENT CENTER, INC.","2319 E VALLEY PARKWAY, SUITE A",ESCONDIDO,92027,SAN DIEGO,30,CLOSED,6/14/2017,9/21/2020,39.8,(760) 737-8660,5,https://www.google.com/maps/search/2319%20E%20VALLEY%20PARKWAY%2C%20SUITE%20A%2C%20ESCONDIDO%2C%20CA,7607378660
TOGETHER WE GROW,TOGETHER WE GROW,42389 WINCHESTER RD,TEMECULA,92590,RIVERSIDE,35,CLOSED,8/17/2020,10/30/2023,39.0,(760) 757-6031,6,https://www.google.com/maps/search/42389%20WINCHESTER%20RD%2C%20TEMECULA%2C%20CA,7607576031
TOGETHER WE GROW (INFANT),TOGETHER WE GROW,42389 WINCHESTER RD,TEMECULA,92590,RIVERSIDE,21,CLOSED,8/25/2020,10/30/2023,38.7,(760) 757-6031,6,https://www.google.com/maps/search/42389%20WINCHESTER%20RD%2C%20TEMECULA%2C%20CA,7607576031
VISTA MONTESSORI COUNTRY PRESCHOOL,WAKE PROPERTIES INC,777 TAYLOR STREET,VISTA,92084,SAN DIEGO,57,CLOSED,3/9/2020,7/28/2021,16.9,(760) 945-9222,9,https://www.google.com/maps/search/777%20TAYLOR%20STREET%2C%20VISTA%2C%20CA,7609459222
VISTA MONTESSORI COUNTRY PRESCHOOL,WAKE PROPERTIES INC,777 TAYLOR STREET,VISTA,92084,SAN DIEGO,8,CLOSED,3/9/2020,7/28/2021,16.9,(760) 945-9222,9,https://www.google.com/maps/search/777%20TAYLOR%20STREET%2C%20VISTA%2C%20CA,7609459222
BROWN FAMILY CHILD CARE,"BROWN, MELISSA",Unavailable,SANTA MARIA,93455,SANTA BARBARA,14,CLOSED,11/9/2022,3/27/2024,16.8,(805) 268-8500,9,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA,8052688500
SMITH FAMILY CHILD CARE,"SMITH, MELISSA",Unavailable,SANTA MARIA,93455,SANTA BARBARA,14,CLOSED,10/25/2021,11/9/2022,12.7,(805) 268-8500,9,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA,8052688500
CASTILLO FAMILY CHILD CARE,"CASTILLO, MARIA",Unavailable,SANTA MARIA,93454,SANTA BARBARA,14,CLOSED,9/19/2022,5/31/2024,20.7,(805) 345-7209,9,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA,8053457209
CASTILLO FAMILY CHILD CARE,"CASTILLO, MARIA",Unavailable,SANTA MARIA,93455,SANTA BARBARA,14,CLOSED,5/31/2024,3/12/2025,9.5,(805) 345-7209,7,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA,8053457209
BRIGHT LIFE PLAYSCHOOL INC.,"BRIGHT LIFE PLAYSCHOOL, INC.",1130 ORCUTT ROAD,SAN LUIS OBISPO,93401,SAN LUIS OBISPO,60,CLOSED,12/31/2020,12/20/2024,48.3,(805) 345-9628,6,https://www.google.com/maps/search/1130%20ORCUTT%20ROAD%2C%20SAN%20LUIS%20OBISPO%2C%20CA,8053459628
"BRIGHT LIFE PLAYSCHOOL, INC.","BRIGHT LIFE PLAYSCHOOL, INC.",880 LAUREATE LANE,SAN LUIS OBISPO,93405,SAN LUIS OBISPO,60,CLOSED,2/28/2019,12/31/2020,22.4,(805) 345-9628,7,https://www.google.com/maps/search/880%20LAUREATE%20LANE%2C%20SAN%20LUIS%20OBISPO%2C%20CA,8053459628
CASA DEI BAMBINI,"CASA DEI BAMBINI, LLC",624 EAST CAMINO COLEGIO,SANTA MARIA,93454,SANTA BARBARA,24,CLOSED,11/20/2020,9/27/2023,34.7,(805) 348-3690,6,https://www.google.com/maps/search/624%20EAST%20CAMINO%20COLEGIO%2C%20SANTA%20MARIA%2C%20CA,8053483690
CASA DEI BAMBINI INFANT AND TODDLER,"CASA DEI BAMBINI, LLC",624 EAST CAMINO COLEGIO,SANTA MARIA,93454,SANTA BARBARA,28,CLOSED,11/20/2020,9/27/2023,34.7,(805) 348-3690,6,https://www.google.com/maps/search/624%20EAST%20CAMINO%20COLEGIO%2C%20SANTA%20MARIA%2C%20CA,8053483690
GARCIA FCC AKA ITS A FUN DAY CHILD CARE,ANGELICA GARCIA,Unavailable,SANTA MARIA,93458,SANTA BARBARA,14,CLOSED,6/28/2024,4/30/2025,10.2,(805) 478-0822,7,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA,8054780822
GARCIA FCCH AKA IT'S A FUN DAY CHILD CARE,ANGELICA GARCIA,Unavailable,SANTA MARIA,93458,SANTA BARBARA,14,CLOSED,2/22/2023,6/28/2024,16.4,(805) 478-0822,7,https://www.google.com/maps/search/Unavailable%2C%20SANTA%20MARIA%2C%20CA,8054780822
LITTLE ENSOS,BRIGHT HORIZONS CHILDREN'S CENTERS LLC,651 TANK FARM ROAD,SAN LUIS OBISPO,93401,SAN LUIS OBISPO,31,CLOSED,6/3/2019,12/16/2020,18.7,(805) 545-7836,6,https://www.google.com/maps/search/651%20TANK%20FARM%20ROAD%2C%20SAN%20LUIS%20OBISPO%2C%20CA,8055457836
LITTLE ENSOS,"BRIGHT HORIZONS CHILDREN'S CENTERS, LLC",651 TANK FARM ROAD,SAN LUIS OBISPO,93401,SAN LUIS OBISPO,40,CLOSED,6/3/2019,12/16/2020,18.7,(805) 545-7836,6,https://www.google.com/maps/search/651%20TANK%20FARM%20ROAD%2C%20SAN%20LUIS%20OBISPO%2C%20CA,8055457836
SUNNY SIDE CHRISTIAN PRESCHOOL & DAYCARE,SUNNY SIDE CHRISTIAN PRESCHOOL & DAYCARE W/CHAPEL,1212 MARICOPA HWY,OJAI,93023,VENTURA,40,CLOSED,6/14/2023,10/30/2024,16.8,(805) 856-8021,5,https://www.google.com/maps/search/1212%20MARICOPA%20HWY%2C%20OJAI%2C%20CA,8058568021
SUNNY SIDE PRESCHOOL & DAYCARE,SUNNY SIDE CHRISTIAN PRESCHOOL & DAYCARE W/CHAPEL,1212 MARICOPA HWY,OJAI,93023,VENTURA,24,CLOSED,6/14/2023,10/30/2024,16.8,(805) 856-8021,5,https://www.google.com/maps/search/1212%20MARICOPA%20HWY%2C%20OJAI%2C%20CA,8058568021
NIPOMO RECREATION ASSOCIATION,"NIPOMO RECREATION ASSOCIATION, INC.",920 WEST TEFFT STREET,NIPOMO,93444,SAN LUIS OBISPO,60,CLOSED,3/12/2021,7/15/2024,40.7,(805) 929-5437,6,https://www.google.com/maps/search/920%20WEST%20TEFFT%20STREET%2C%20NIPOMO%2C%20CA,8059295437
NIPOMO RECREATION ASSOCIATION,"NIPOMO RECREATION ASSOCIATION, INC.",1661 VIA ALTA MESA,NIPOMO,93444,SAN LUIS OBISPO,60,CLOSED,3/11/2021,7/15/2024,40.7,(805) 929-5437,6,https://www.google.com/maps/search/1661%20VIA%20ALTA%20MESA%2C%20NIPOMO%2C%20CA,8059295437
NIPOMO RECREATION ASSOCIATION,"NIPOMO RECREATION ASSOCIATION, INC.",190 E. PRICE STREET,NIPOMO,93444,SAN LUIS OBISPO,60,CLOSED,3/10/2021,7/15/2024,40.8,(805) 929-5437,6,https://www.google.com/maps/search/190%20E.%20PRICE%20STREET%2C%20NIPOMO%2C%20CA,8059295437
CHALK OF TARZANA,"CHALK OF TARZANA, LLC",19436 VENTURA BLVD,TARZANA,91356,LOS ANGELES,83,CLOSED,9/3/2019,12/4/2020,15.3,(818) 593-2244,7,https://www.google.com/maps/search/19436%20VENTURA%20BLVD%2C%20TARZANA%2C%20CA,8185932244
WOODCREST PRESCHOOL ON THE BOULEVARD,WOODCREST PRESCHOOL,19436 VENTURA BLVD,TARZANA,91356,LOS ANGELES,87,CLOSED,1/26/2021,6/6/2022,16.5,(818) 593-2244,9,https://www.google.com/maps/search/19436%20VENTURA%20BLVD%2C%20TARZANA%2C%20CA,8185932244
HARASIS FAMILY CHILD CARE,RAZIA HARASIS,Unavailable,WEST HILLS,91304,LOS ANGELES,14,CLOSED,1/5/2023,5/17/2023,4.4,(818) 612-8839,5,https://www.google.com/maps/search/Unavailable%2C%20WEST%20HILLS%2C%20CA,8186128839
HARASIS FAMILY CHILDCARE,RAZIA HARASIS,Unavailable,WEST HILLS,91304,LOS ANGELES,14,CLOSED,5/17/2023,4/18/2025,23.4,(818) 612-8839,5,https://www.google.com/maps/search/Unavailable%2C%20WEST%20HILLS%2C%20CA,8186128839
DEVONSHIRE INFANT CENTER,"M&R PRESCHOOL, INC.",21203 DEVONSHIRE STREET,CHATSWORTH,91311,LOS ANGELES,46,LICENSED,1/12/2021,,,(818) 700-2821,5,https://www.google.com/maps/search/21203%20DEVONSHIRE%20STREET%2C%20CHATSWORTH%2C%20CA,8187002821
DEVONSHIRE PRESCHOOL,M&R PRESCHOOL INC.,21203 DEVONSHIRE STREET,CHATSWORTH,91311,LOS ANGELES,60,LICENSED,1/12/2021,,,(818) 700-2821,5,https://www.google.com/maps/search/21203%20DEVONSHIRE%20STREET%2C%20CHATSWORTH%2C%20CA,8187002821
VALLEY NURSERY SCHOOL,KEVIN CHONG YI,6948 WOODMAN AVE,VALLEY GLEN,91405,LOS ANGELES,29,CLOSED,11/19/2021,8/24/2023,21.4,(818) 782-8630,9,https://www.google.com/maps/search/6948%20WOODMAN%20AVE%2C%20VALLEY%20GLEN%2C%20CA,8187828630
VALLEY NURSERY SCHOOL,KEVIN CHONG YI,6948 WOODMAN AVENUE,VALLEY GLEN,91405,LOS ANGELES,11,CLOSED,11/19/2021,8/24/2023,21.4,(818) 782-8630,9,https://www.google.com/maps/search/6948%20WOODMAN%20AVENUE%2C%20VALLEY%20GLEN%2C%20CA,8187828630
"ABC LITTLE SCHOOL-NORTH HILLS, INC.","ABC LITTLE SCHOOL-NORTH HILLS, INC.",9025 LANGDON AVENUE,NORTH HILLS,91343,LOS ANGELES,138,CLOSED,4/10/2018,9/29/2021,42.3,(818) 830-8123,5,https://www.google.com/maps/search/9025%20LANGDON%20AVENUE%2C%20NORTH%20HILLS%2C%20CA,8188308123
ACHIEVERS ACADEMY PRESCHOOL,"ACHIEVERS ACADEMY, INC.",9025 LANGDON AVENUE,NORTH HILLS,91343,LOS ANGELES,132,CLOSED,9/29/2021,4/10/2024,30.8,(818) 830-8123,6,https://www.google.com/maps/search/9025%20LANGDON%20AVENUE%2C%20NORTH%20HILLS%2C%20CA,8188308123
BRIGHT HORIZONS/WARNER BROS.,"BRIGHT HORIZONS CHILDREN'S CENTERS, INC.",3901 WEST OAK STREET,BURBANK,91505,LOS ANGELES,31,CLOSED,8/25/1995,6/25/2023,338.9,(818) 954-2003,5,https://www.google.com/maps/search/3901%20WEST%20OAK%20STREET%2C%20BURBANK%2C%20CA,8189542003
BRIGHT HORIZONS/WARNER BROS.,"BRIGHT HORIZONS CHILDREN'S CENTERS, INC.",3901 WEST OAK STREET,BURBANK,91505,LOS ANGELES,89,CLOSED,8/25/1995,6/25/2023,338.9,(818) 954-2003,5,https://www.google.com/maps/search/3901%20WEST%20OAK%20STREET%2C%20BURBANK%2C%20CA,8189542003
HAPPY DAYS CHILDREN'S LEARNING CENTER,"HAPPY DAYS CHILDREN'S LEARNING CENTER, LLC",720 SEVENTEENTH AVENUE,SANTA CRUZ,95062,SANTA CRUZ,20,CLOSED,4/12/2022,8/5/2024,28.2,(831) 476-2000,7,https://www.google.com/maps/search/720%20SEVENTEENTH%20AVENUE%2C%20SANTA%20CRUZ%2C%20CA,8314762000
HAPPY DAYS CHILDREN'S LEARNING CENTER,"HAPPY DAYS CHILDREN'S LEARNING CENTER, LLC",720 SEVENTEENTH AVENUE,SANTA CRUZ,95062,SANTA CRUZ,58,CLOSED,4/12/2022,8/5/2024,28.2,(831) 476-2000,7,https://www.google.com/maps/search/720%20SEVENTEENTH%20AVENUE%2C%20SANTA%20CRUZ%2C%20CA,8314762000
BALDWIN ACADEMY,"BALDWIN ACADEMY CHILD DEV CENTER, INC.",1752 & 1762 HORNBLEND STREET,SAN DIEGO,92109,SAN DIEGO,77,CLOSED,3/27/2023,9/6/2023,5.4,(858) 270-5995,7,https://www.google.com/maps/search/1752%20%26%201762%20HORNBLEND%20STREET%2C%20SAN%20DIEGO%2C%20CA,8582705995
BALDWIN ACADEMY - INFANT,"BALDWIN ACADEMY CHILD DEV CENTER, INC.",1772 HORNBLEND ST,SAN DIEGO,92109,SAN DIEGO,14,CLOSED,3/27/2023,10/1/2023,6.3,(858) 270-5995,7,https://www.google.com/maps/search/1772%20HORNBLEND%20ST%2C%20SAN%20DIEGO%2C%20CA,8582705995
BALDWIN ACADEMY - INFANT,"BALDWIN ACADEMY CHILD DEV CENTER, INC.",1760 HORNBLEND STREET,SAN DIEGO,92109,SAN DIEGO,18,CLOSED,3/27/2023,9/7/2023,5.5,(858) 270-5995,7,https://www.google.com/maps/search/1760%20HORNBLEND%20STREET%2C%20SAN%20DIEGO%2C%20CA,8582705995
GOLDEN POPPY PRESCHOOL & INFANT CENTER,LEAP & BOUNDS LLC.,3422 TRIPP COURT,SAN DIEGO,92121,SAN DIEGO,119,CLOSED,1/10/2020,12/2/2024,59.6,(858) 794-9130,6,https://www.google.com/maps/search/3422%20TRIPP%20COURT%2C%20SAN%20DIEGO%2C%20CA,8587949130
GOLDEN POPPY PRESCHOOL & INFANT CENTER,LEAPS & BOUNDS LLC.,3422 TRIPP COURT,SAN DIEGO,92121,SAN DIEGO,44,CLOSED,1/10/2020,12/2/2024,59.6,(858) 794-9130,6,https://www.google.com/maps/search/3422%20TRIPP%20COURT%2C%20SAN%20DIEGO%2C%20CA,8587949130
BUBELLO FAMILY CHILD CARE,"BUBELLO, BARBARA",Unavailable,BLOOMINGTON,92316,SAN BERNARDINO,14,CLOSED,12/29/2023,10/18/2024,9.8,(909) 549-4594,7,https://www.google.com/maps/search/Unavailable%2C%20BLOOMINGTON%2C%20CA,9095494594
BUBELLO FAMILY CHILD CARE,"BUBELLO,BARBARA",Unavailable,FONTANA,92335,SAN BERNARDINO,14,CLOSED,7/15/2020,10/13/2023,39.5,(909) 549-4594,6,https://www.google.com/maps/search/Unavailable%2C%20FONTANA%2C%20CA,9095494594
CARING HEARTS CHILD DEVELOPMENT CENTER LLC,CARING HEARTS CHILD DEVELOPMENT CENTER LLC,1558 W BASELINE ST,SAN BERNARDINO,92411,SAN BERNARDINO,13,CLOSED,7/19/2022,11/9/2023,15.9,(909) 571-5499,10,https://www.google.com/maps/search/1558%20W%20BASELINE%20ST%2C%20SAN%20BERNARDINO%2C%20CA,9095715499
CARING HEARTS CHILD DEVELOPMENT CENTER LLC,CARING HEARTS CHILD DEVELOPMENT CENTER LLC,1558 W BASELINE ST,SAN BERNARDINO,92411,SAN BERNARDINO,12,LICENSED,7/19/2022,,,(909) 571-5499,5,https://www.google.com/maps/search/1558%20W%20BASELINE%20ST%2C%20SAN%20BERNARDINO%2C%20CA,9095715499
CARING HEARTS CHILD DEVELOPMENT CENTER LLC,CARING HEARTS CHILD DEVELOPMENT CENTER LLC,1558 W BASELINE ST,SAN BERNARDINO,92411,SAN BERNARDINO,34,LICENSED,7/19/2022,,,(909) 571-5499,5,https://www.google.com/maps/search/1558%20W%20BASELINE%20ST%2C%20SAN%20BERNARDINO%2C%20CA,9095715499
KINDERCARE LEARNING CENTER,"KINDERCARE LEARNING CENTERS, LLC",455 E. FOOTHILL BOULEVARD,SAN DIMAS,91773,LOS ANGELES,20,CLOSED,5/23/1997,8/11/2024,331.4,(909) 599-0597,5,https://www.google.com/maps/search/455%20E.%20FOOTHILL%20BOULEVARD%2C%20SAN%20DIMAS%2C%20CA,9095990597
KINDERCARE LEARNING CENTER,"KINDERCARE LEARNING CENTERS, LLC",455 E. FOOTHILL BOULEVARD,SAN DIMAS,91773,LOS ANGELES,96,CLOSED,5/23/1997,8/11/2024,331.4,(909) 599-0597,5,https://www.google.com/maps/search/455%20E.%20FOOTHILL%20BOULEVARD%2C%20SAN%20DIMAS%2C%20CA,9095990597
